Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Boxing Day","Yin and Yang Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111476995/boxing-day,2.0,-1,Trad,"5.8 R",1,40,36.16791,-115.42695
Bigwank,"Yin and Yang Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107914182/bigwank,2.4,-1,Trad,5.9,1,20,36.16791,-115.42695
Atman,"Yin and Yang Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732482/atman,3.1,-1,Trad,5.10a,1,40,36.16791,-115.42695
"Hole in the Pants","Winter Heat Wall > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108758677/hole-in-the-pants,1.2,-1,Trad,5.7+,2,190,36.16876,-115.42245
"Nuttin Could be Finer","Winter Heat Wall > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113546093/nuttin-could-be-finer,1.8,-1,Trad,"5.8 PG13",1,70,36.16876,-115.42245
"Couldn't be Schmooter","Winter Heat Wall > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105934930/couldnt-be-schmooter,3.2,-1,Trad,5.9-,1,80,36.16876,-115.42245
"High Class Ho","Winter Heat Wall > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105953648/high-class-ho,2.9,-1,Trad,5.10a/b,1,80,36.16876,-115.42245
"Ex Conz","Sunny and Steep > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123421139/ex-conz,2.0,-1,Trad,5.9+,1,70,36.16986,-115.42321
"Practice Crack","The Playground (AKA The Mall) > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915723/practice-crack,1.9,-1,Trad,5.9+,1,60,36.16133,-115.41245
"The Figurine","The Playground (AKA The Mall) > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106643426/the-figurine,1.0,-1,Trad,5.10a,1,50,36.16133,-115.41245
"Black Sheep","Family Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991181/black-sheep,2.3,-1,Trad,"5.8 PG13",1,80,36.16368,-115.41321
"Lost Child","Family Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125366732/lost-child,3.0,-1,Trad,"5.8 PG13",1,120,36.16368,-115.41321
"Crumble My Grundle","Conundrum Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108092699/crumble-my-grundle,2.2,-1,Trad,5.7+,1,70,36.16322,-115.41317
"Short for The Grade","Meyer's Cracks > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117046378/short-for-the-grade,2.0,-1,Trad,5.9,1,15,36.17439,-115.43
"Spies Like Us","The Spy Cliff > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046446/spies-like-us,1.0,-1,Trad,5.9,1,150,36.16397,-115.42492
"Days of Our Lives","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046611/days-of-our-lives,1.3,-1,Trad,5.5,1,40,36.16273,-115.42564
"Tongue Mud","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107049761/tongue-mud,1.8,-1,Trad,5.5,1,50,36.16273,-115.42564
"Wild Thing","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046539/wild-thing,1.3,-1,Trad,5.6,1,70,36.16273,-115.42564
"Alternate Lives","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046627/alternate-lives,1.0,-1,Trad,5.6,1,40,36.16273,-115.42564
"Edge of Night","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107049400/edge-of-night,1.1,-1,Trad,5.6,1,30,36.16273,-115.42564
"The O.C.","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112441668/the-oc,1.0,-1,Trad,5.6,1,40,36.16273,-115.42564
"The Young And Restless","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107049389/the-young-and-restless,2.0,-1,Trad,5.7,1,50,36.16273,-115.42564
"Matlock Eats a Rabbit","Three Peaks Gully > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122221645/matlock-eats-a-rabbit,2.0,-1,Trad,5.8,1,80,36.16273,-115.42564
"American Singles","The Processed Food Buttress > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111545880/american-singles,0.0,-1,Trad,5.5,1,100,36.16228,-115.42598
"Easy Mac","The Processed Food Buttress > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111545750/easy-mac,0.0,-1,Trad,5.6,1,100,36.16228,-115.42598
"Cheez Whiz","The Processed Food Buttress > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111545758/cheez-whiz,0.0,-1,Trad,5.8,1,100,36.16228,-115.42598
"Grey Poupon","The Processed Food Buttress > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111545794/grey-poupon,0.0,-1,Trad,5.9,1,100,36.16228,-115.42598
Reef,"The Lighthouse > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123708248/reef,2.0,-1,Trad,5.7,1,30,36.16577,-115.42451
"Scott’s Way","Lost City West > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730103/scotts-way,2.0,-1,Trad,5.6,1,70,36.1657,-115.42425
Embalmed,"Lost City West > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730219/embalmed,2.0,-1,Trad,5.6,1,40,36.1657,-115.42425
"Mummys’ Boys","Lost City West > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730070/mummys-boys,2.0,-1,Trad,5.7,1,60,36.1657,-115.42425
"Baggin Like Bilbo","Lost City West > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730078/baggin-like-bilbo,2.0,-1,Trad,5.8-,1,60,36.1657,-115.42425
"Monkey King","Lost City West > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730193/monkey-king,2.0,-1,Trad,5.10-,1,60,36.1657,-115.42425
"Lower left crack.","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730318/lower-left-crack,1.0,-1,Trad,5.6,1,30,36.16599,-115.42401
"Tomb Raiders","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730434/tomb-raiders,1.0,-1,Trad,5.6,1,60,36.16599,-115.42401
"Wannabe Scarabs","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730500/wannabe-scarabs,2.0,-1,Trad,5.9,1,50,36.16599,-115.42401
"Funky Tut","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730384/funky-tut,2.0,-1,Trad,5.10-,1,70,36.16599,-115.42401
"Fielders Choice","Lost City East > The Lost City > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123730410/fielders-choice,2.0,-1,Trad,5.10-,1,70,36.16599,-115.42401
"Red Tail Hawk corner","Red Tail Hawk Cliff > West Shoulder of Kraft Mountain > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123751356/red-tail-hawk-corner,2.0,-1,Trad,5.8,1,70,36.16544,-115.42067
"Bonus Pullout Section","Caligula Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117684135/bonus-pullout-section,1.0,-1,Trad,5.6,1,30,36.16602,-115.41532
Hefner,"Caligula Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117683884/hefner,0.0,-1,Trad,5.7,1,30,36.16602,-115.41532
"Kiplings’ Korners","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122221270/kiplings-korners,2.3,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR1,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481147/dnr1,-1.0,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR2,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481152/dnr2,-1.0,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR3,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481352/dnr3,-1.0,-1,Trad,5.8,1,150,36.16129,-115.41725
DNR4,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481371/dnr4,-1.0,-1,Trad,5.8,1,150,36.16129,-115.41725
DNR5,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481398/dnr5,-1.0,-1,Trad,5.8,1,150,36.16129,-115.41725
DNR6,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481410/dnr6,-1.0,-1,Trad,5.8,1,100,36.16129,-115.41725
"Three’s Company","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481421/threes-company,-1.0,-1,Trad,5.8,2,300,36.16129,-115.41725
DNR7,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200481462/dnr7,-1.0,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR8,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200482266/dnr8,-1.0,-1,"Trad, TR","5.8 R",1,100,36.16129,-115.41725
DNR9,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200483089/dnr9,-1.0,-1,"Trad, TR",5.8,1,100,36.16129,-115.41725
DNR10,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200483110/dnr10,-1.0,-1,"Trad, TR",5.8,1,100,36.16129,-115.41725
DNR11,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200483143/dnr11,0.0,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR12,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200484290/dnr12,-1.0,-1,Trad,5.8,2,200,36.16129,-115.41725
DNR13,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200488522/dnr13,-1.0,-1,Trad,5.8,1,100,36.16129,-115.41725
DNR14,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200488527/dnr14,-1.0,-1,Trad,5.8,1,100,36.16129,-115.41725
"Schrödinger's Calico","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111539931/schrodingers-calico,2.5,-1,Trad,"5.9 PG13",1,200,36.16129,-115.41725
"Classic Crack of Calico","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107384640/classic-crack-of-calico,3.1,-1,Trad,5.9+,3,320,36.16129,-115.41725
"Shark Attack","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107474206/shark-attack,1.0,-1,Trad,5.9+,2,115,36.16129,-115.41725
"Semi-Professional Moron","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107467389/semi-professional-moron,2.0,-1,Trad,5.10a,2,150,36.16129,-115.41725
Chiaroscuro,"Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122148562/chiaroscuro,2.0,-1,Trad,"5.10- R",2,250,36.16129,-115.41725
"Partners in Crime","Kraft Crags > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123447796/partners-in-crime,2.0,-1,Trad,5.10-,1,70,36.16129,-115.41725
"Harsh Width","Gateway Crag > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107473376/harsh-width,3.0,-1,Trad,5.9,1,60,36.16649,-115.41873
"Black hole","Skid Row > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117384674/black-hole,1.0,-1,Trad,5.8+,1,60,36.16165,-115.41928
"Good Feeling","Skid Row > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117086094/good-feeling,3.0,-1,Trad,5.9+,1,100,36.16165,-115.41928
SAR,"Skid Row > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117082478/sar,3.0,-1,Trad,5.10a,1,70,36.16165,-115.41928
"Finnegans Wake","Finnegans Wake > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119971936/finnegans-wake,2.0,-1,Trad,"5.8 R",2,175,36.16218,-115.42079
"Ori borie","Colorado Dogs > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122655291/ori-borie,2.0,-1,Trad,5.6,1,70,36.16929,-115.42158
Kori,"Colorado Dogs > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122655324/kori,1.6,-1,Trad,5.6,1,90,36.16929,-115.42158
"Grace Belle","The Swirly Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123421775/grace-belle,2.0,-1,Trad,5.7,2,130,36.16602,-115.4153
"Hawaiian Cruise","The Swirly Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123421839/hawaiian-cruise,2.0,-1,Trad,5.7,2,200,36.16602,-115.4153
"Double D Ramp","The Swirly Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123421894/double-d-ramp,2.0,-1,Trad,5.7,2,200,36.16602,-115.4153
"The Main Swirl","The Swirly Cliff > Kraft Mountain Area > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123421701/the-main-swirl,3.0,-1,Trad,5.9,2,150,36.16602,-115.4153
"Ultra Glide","Upper Tier > Little Springs Crag > Little Springs Canyon > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048948/ultra-glide,1.5,-1,Trad,5.5,1,70,36.15361,-115.4266
"Electra Glide","Upper Tier > Little Springs Crag > Little Springs Canyon > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048925/electra-glide,1.1,-1,Trad,5.6,1,60,36.15361,-115.4266
"Super Glide","Upper Tier > Little Springs Crag > Little Springs Canyon > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048914/super-glide,2.2,-1,Trad,5.9+,1,60,36.15361,-115.4266
"Wide Glide","Lower Tier > Little Springs Crag > Little Springs Canyon > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048856/wide-glide,2.0,-1,Trad,5.9,1,50,36.15362,-115.42635
"Guys and Ghouls","Dickies Cliff > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732671/guys-and-ghouls,1.9,-1,Trad,5.7,1,90,36.15163,-115.42827
"Lancaster Levels Luxor","Dickies Cliff > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732674/lancaster-levels-luxor,2.8,-1,Trad,5.9,1,80,36.15163,-115.42827
"Bottoms up","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732683/bottoms-up,2.7,-1,Trad,5.7,1,90,36.15158,-115.42864
"Ghouls Just Wanna Have Fun","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733019/ghouls-just-wanna-have-fun,2.2,-1,Trad,5.7,1,100,36.15158,-115.42864
"Day of the Jackholes","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114066239/day-of-the-jackholes,2.6,-1,Trad,5.9,1,80,36.15158,-115.42864
"P-Coat Junction","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733022/p-coat-junction,2.0,-1,Trad,5.9,1,100,36.15158,-115.42864
"Knock the Bottom Out of It","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106295546/knock-the-bottom-out-of-it,2.3,-1,Trad,"5.10a PG13",1,100,36.15158,-115.42864
"P-Coat Sleeve","Gnat Man Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733025/p-coat-sleeve,2.2,-1,Trad,5.10a,1,100,36.15158,-115.42864
"Happy Acres","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733031/happy-acres,1.0,-1,Trad,5.7,2,150,36.15232,-115.43057
"Thank Me Later","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/202429920/thank-me-later,-1.0,-1,Trad,5.8,1,200,36.15232,-115.43057
"Greek Tragedy","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108960059/greek-tragedy,1.5,-1,Trad,"5.8 PG13",1,60,36.15232,-115.43057
"Geriatric Therapy","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105933183/geriatric-therapy,2.0,-1,Trad,5.8,2,260,36.15232,-115.43057
"Spontaneous Enjoyment","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105933142/spontaneous-enjoyment,2.1,-1,Trad,5.8,1,170,36.15232,-115.43057
"All that, Jazz","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926130/all-that-jazz,2.7,-1,Trad,5.8,3,300,36.15232,-115.43057
"Cram It","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733028/cram-it,2.7,-1,Trad,5.8+,1,100,36.15232,-115.43057
"The Laugh Track","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/202927988/the-laugh-track,2.5,-1,Trad,5.9,1,115,36.15232,-115.43057
"The Life Chuckle","Black Wall (aka Happy Acres) > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119787501/the-life-chuckle,2.3,-1,Trad,5.9,1,,36.15232,-115.43057
"Baby Teeth","Cut Your Teeth Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105864806/baby-teeth,1.5,-1,"Trad, TR",5.5,1,35,36.1534,-115.43171
"Head Gear","Cut Your Teeth Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106814083/head-gear,2.0,-1,"Trad, TR","5.8 PG13",1,80,36.1534,-115.43171
"Crack To Slab","Cowlick Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113972384/crack-to-slab,1.8,-1,"Trad, TR",5.5,1,30,36.15204,-115.42795
"Blind Faith","Cowlick Crag > Guardian Angel East > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107222004/blind-faith,1.9,-1,"Trad, TR",5.7,1,50,36.15204,-115.42795
"Don’t Break The Flake","Brownstone Basin > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/200485628/dont-break-the-flake,3.0,-1,Trad,5.8,1,35,36.17585,-115.41755
"Flyin' Brian Approved","The Owl's Den > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111835333/flyin-brian-approved,2.0,-1,Trad,5.10a,1,60,36.1581,-115.43399
Skullduggery,"The Fringe > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612055/skullduggery,2.4,-1,Trad,5.10-,2,80,36.16162,-115.43509
"Behind the Line","The Overlook > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116744774/behind-the-line,2.4,-1,Trad,"5.8 PG13",1,100,36.16059,-115.43522
"Double Decker Couch","The Kragle > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065709/double-decker-couch,3.0,-1,Trad,5.10a,1,65,36.16158,-115.43571
"Thing 2","Northeast Side > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121925320/thing-2,2.7,-1,"Trad, TR",5.9-,2,150,36.16138,-115.43305
"J Nasties","Northeast Side > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110982146/j-nasties,1.0,-1,Trad,5.10a,1,60,36.16138,-115.43305
"The Grand Slab","Northeast Side > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122153068/the-grand-slab,2.0,-1,Trad,"5.10- PG13",3,400,36.16138,-115.43305
"Thing 1","Northeast Side > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121925261/thing-1,1.7,-1,"Trad, TR",5.10a/b,2,150,36.16138,-115.43305
Kanguru,"The Ashbrow > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122199649/kanguru,2.0,-1,Trad,5.9,1,95,36.16214,-115.43519
"ICE is Coming","Visa Expired > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123124819/ice-is-coming,3.0,-1,"Trad, TR",5.5,1,100,36.16089,-115.43176
Psionic,"Midway Crag > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124776488/psionic,2.3,-1,Trad,5.9+,1,115,36.16273,-115.43674
"Disclosure (Trad variation)","Tank Peak, East Face > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124802502/disclosure-trad-variation,2.5,-1,Trad,5.9,5,450,36.16263,-115.43697
Spate,"Tank Peak, East Face > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124800452/spate,1.5,-1,Trad,5.10a,5,465,36.16263,-115.43697
"Full Spate","Tank Peak, East Face > Ash Canyon > Ash Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124800734/full-spate,2.0,-1,Trad,5.10a,9,850,36.16263,-115.43697
"Physical Graffiti","Riding Hood Wall > Red Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732266/physical-graffiti,3.1,-1,Trad,5.6,2,255,36.14947,-115.42673
"In Through the Out Door","Riding Hood Wall > Red Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114615096/in-through-the-out-door,1.6,-1,Trad,5.7+,1,120,36.14947,-115.42673
"Lil' Red","Riding Hood Wall > Red Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110357513/lil-red,1.5,-1,Trad,"5.9 PG13",1,140,36.14947,-115.42673
"Over the Hill to Grandmother's House","Riding Hood Wall > Red Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732269/over-the-hill-to-grandmothers-house,2.6,-1,Trad,5.9+,2,250,36.14947,-115.42673
"Riding Hood","Riding Hood Wall > Red Spring > Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106775901/riding-hood,1.6,-1,Trad,5.9+,3,360,36.14947,-115.42673
